INVNUM,Client_id,Inv_date,Inv_paid,Inv_Paid_date,Comments,Suppl1,Price,Quantity,PriceSuppl1,Suppl2,Price,Quantity,PriceSuppl2,Suppl3,Price,Quantity,PriceSuppl3,Suppl4,Price,Quantity,PriceSuppl4,Suppl5,Price,Quantity,PriceSuppl5,Suppl6,Price,Quantity,PriceSuppl6,Suppl7,Price,Quantity,PriceSuppl7,Total(Suppl)
INV0449,9109270875081,2015-08-08,Y,2015-08-10,,Supplement-145,221.08,2,442.16,,,,,,,,,,,,,,,,,,,,,,,,, R 442.16 
INV0614,9109270875081,2015-12-26,Y,2016-01-02,,Supplement-158,146.59,2,293.18,Supplement-210,147.16,5,735.80,,,,,,,,,,,,,,,,,,,,," R 1,028.98 "
INV0834,9109270875081,2016-11-28,Y,2016-12-08,,Supplement-86,159.52,5,797.60,Supplement-200,264.84,3,794.52,,,,,,,,,,,,,,,,,,,,," R 1,592.12 "
INV01105,9109270875081,2018-02-08,Y,2018-02-18,,Supplement-188,190.38,4,761.52,,,,,,,,,,,,,,,,,,,,,,,,, R 761.52 
INV01296,9109270875081,2018-08-16,Y,2018-08-21,,Supplement-9,357.00,2,714.00,,,,,,,,,,,,,,,,,,,,,,,,, R 714.00 
INV0232,9109140754088,2015-01-21,Y,2015-01-22,,Supplement-96,174.34,4,697.36,Supplement-206,267.82,4,1071.28,,,,,,,,,,,,,,,,,,,,," R 1,768.64 "
INV0635,9109140754088,2016-01-23,Y,2016-01-25,,Supplement-112,2700.70,5,13503.50,,,,,,,,,,,,,,,,,,,,,,,,," R 13,503.50 "
INV0654,9109140754088,2016-02-20,Y,2016-02-27,,Supplement-129,231.78,5,1158.90,,,,,,,,,,,,,,,,,,,,,,,,," R 1,158.90 "
INV0900,9109140754088,2017-03-18,Y,2017-03-18,,Supplement-100,135.57,2,271.14,,,,,,,,,,,,,,,,,,,,,,,,, R 271.14 
INV01033,9109140754088,2017-11-09,Y,2017-11-13,,Supplement-13,142.68,1,142.68,,,,,,,,,,,,,,,,,,,,,,,,, R 142.68 
INV0649,9103060340082,2016-02-15,Y,2016-02-24,,Supplement-133,240.64,2,481.28,Supplement-151,247.19,1,247.19,,,,,,,,,,,,,,,,,,,,, R 728.47 
INV01098,9103060340082,2018-02-05,Y,2018-02-06,,Supplement-67,138.04,2,276.08,Supplement-59,246.96,3,740.88,,,,,,,,,,,,,,,,,,,,," R 1,016.96 "
INV0629,9012110306084,2016-01-09,Y,2016-01-10,,Supplement-146,226.96,5,1134.80,Supplement-145,224.50,4,898.00,,,,,,,,,,,,,,,,,,,,," R 2,032.80 "
INV0636,9012110306084,2016-01-24,Y,2016-02-02,,Supplement-14,269.11,4,1076.43,,,,,,,,,,,,,,,,,,,,,,,,," R 1,076.43 "
INV0848,9012110306084,2016-12-25,Y,2016-12-25,,Supplement-72,239.32,4,957.28,,,,,,,,,,,,,,,,,,,,,,,,, R 957.28 
INV01028,9012110306084,2017-10-23,Y,2017-10-27,,Supplement-166,205.30,4,821.20,,,,,,,,,,,,,,,,,,,,,,,,, R 821.20 
INV01537,9012110306084,2019-08-17,Y,2019-08-19,,Supplement-79,236.08,5,1180.40,Supplement-232,361.30,5,1806.50,,,,,,,,,,,,,,,,,,,,," R 2,986.90 "
INV0812,9010200680087,2016-10-16,Y,2016-10-26,,Supplement-54,213.94,1,213.94,,,,,,,,,,,,,,,,,,,,,,,,, R 213.94 
INV0881,9010200680087,2017-02-10,Y,2017-02-10,,Supplement-7,283.52,2,567.04,,,,,,,,,,,,,,,,,,,,,,,,, R 567.04 
INV0140,9003280235085,2014-05-26,Y,2014-06-05,,Supplement-173,288.52,4,1154.08,,,,,,,,,,,,,,,,,,,,,,,,," R 1,154.08 "
INV0289,9003280235085,2015-03-14,Y,2015-03-17,,Supplement-53,148.36,4,593.43,Supplement-76,258.88,4,1035.52,,,,,,,,,,,,,,,,,,,,," R 1,628.95 "
INV01447,9003280235085,2018-12-24,Y,2018-12-29,,Supplement-200,291.06,3,873.18,Supplement-199,315.00,2,630.00,,,,,,,,,,,,,,,,,,,,," R 1,503.18 "
INV0175,8908220122088,2014-08-25,Y,2014-08-31,,Supplement-40,103.24,4,412.94,Supplement-70,188.20,2,376.40,Supplement-150,319.30,5,1596.50,Supplement-48,208.80,3,626.40,,,,,,,,,,,,," R 3,012.24 "
INV0699,8908220122088,2016-05-11,Y,2016-05-15,,Supplement-187,166.54,5,832.70,Supplement-209,222.40,3,667.20,,,,,,,,,,,,,,,,,,,,," R 1,499.90 "
INV01323,8908220122088,2018-09-07,Y,2018-09-15,,Supplement-90,212.14,3,636.42,,,,,,,,,,,,,,,,,,,,,,,,, R 636.42 
INV0326,8907280730087,2015-04-14,Y,2015-04-22,,Supplement-98,179.08,4,716.32,,,,,,,,,,,,,,,,,,,,,,,,, R 716.32 
INV01047,8907280730087,2017-11-22,Y,2017-12-02,,Supplement-223,366.56,4,1466.24,,,,,,,,,,,,,,,,,,,,,,,,," R 1,466.24 "
INV01487,8907090202087,2019-04-16,Y,2019-04-22,,Supplement-140,263.72,4,1054.87,Supplement-86,226.78,2,453.56,,,,,,,,,,,,,,,,,,,,," R 1,508.43 "
INV0011,8906230122083,2013-01-06,Y,2013-01-16,,Supplement-172,100.42,5,502.10,,,,,,,,,,,,,,,,,,,,,,,,, R 502.10 
INV0558,8906230122083,2015-11-03,Y,2015-11-06,,Supplement-135,132.60,5,663.00,Supplement-22,184.78,2,369.56,,,,,,,,,,,,,,,,,,,,," R 1,032.56 "
INV0695,8906230122083,2016-05-06,Y,2016-05-10,,Supplement-228,190.04,4,760.17,Supplement-210,156.28,5,781.40,,,,,,,,,,,,,,,,,,,,," R 1,541.57 "
INV01011,8906230122083,2017-10-02,Y,2017-10-03,,Supplement-107,280.54,4,1122.16,Supplement-73,262.04,5,1310.19,,,,,,,,,,,,,,,,,,,,," R 2,432.35 "
INV01143,8906230122083,2018-03-19,Y,2018-03-26,,Supplement-100,136.71,1,136.71,,,,,,,,,,,,,,,,,,,,,,,,, R 136.71 
INV01453,8906230122083,2018-12-27,Y,2019-01-01,,Supplement-91,277.20,3,831.60,Supplement-199,315.00,4,1260.00,,,,,,,,,,,,,,,,,,,,," R 2,091.60 "
INV01540,8906230122083,2019-08-28,Y,2019-08-28,,Supplement-239,337.54,4,1350.16,Supplement-48,312.54,5,1562.70,,,,,,,,,,,,,,,,,,,,," R 2,912.86 "
INV0365,8906120948084,2015-05-23,Y,2015-05-28,,Supplement-160,201.88,1,201.88,,,,,,,,,,,,,,,,,,,,,,,,, R 201.88 
INV0701,8906120948084,2016-05-14,Y,2016-05-24,,Supplement-143,213.28,4,853.12,Supplement-86,159.52,2,319.04,,,,,,,,,,,,,,,,,,,,," R 1,172.16 "
INV01222,8906120948084,2018-05-27,Y,2018-06-01,,Supplement-38,237.74,3,713.22,Supplement-195,300.44,5,1502.20,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,,,,,," R 2,721.58 "
INV0435,8902010959088,2015-07-21,Y,2015-07-25,,Supplement-82,156.28,5,781.40,,,,,,,,,,,,,,,,,,,,,,,,, R 781.40 
INV0794,8902010959088,2016-09-20,Y,2016-09-20,,Supplement-207,587.33,4,2349.31,,,,,,,,,,,,,,,,,,,,,,,,," R 2,349.31 "
INV0203,8810240788083,2014-12-01,Y,2014-12-01,,Supplement-219,201.00,2,402.00,Supplement-55,87.38,5,436.89,Supplement-150,319.30,5,1596.50,Supplement-207,537.17,2,1074.34,,,,,,,,,,,,," R 3,509.73 "
INV0566,8810240788083,2015-11-14,Y,2015-11-14,,Supplement-195,258.26,1,258.26,,,,,,,,,,,,,,,,,,,,,,,,, R 258.26 
INV0781,8810240788083,2016-09-01,Y,2016-09-04,,Supplement-106,275.80,2,551.60,,,,,,,,,,,,,,,,,,,,,,,,, R 551.60 
INV01160,8810240788083,2018-04-05,Y,2018-04-06,,Supplement-51,178.01,4,712.03,Supplement-85,254.58,4,1018.32,,,,,,,,,,,,,,,,,,,,," R 1,730.35 "
INV0451,8807180866088,2015-08-10,Y,2015-08-18,,Supplement-120,201.52,2,403.03,,,,,,,,,,,,,,,,,,,,,,,,, R 403.03 
INV0025,8807130418086,2013-03-04,Y,2013-03-06,,Supplement-85,134.88,5,674.40,,,,,,,,,,,,,,,,,,,,,,,,, R 674.40 
INV0777,8807130418086,2016-08-23,Y,2016-08-27,,Supplement-46,220.12,5,1100.60,Supplement-244,287.38,1,287.38,,,,,,,,,,,,,,,,,,,,," R 1,387.98 "
INV01209,8807130418086,2018-05-15,Y,2018-05-25,,Supplement-46,232.66,4,930.64,Supplement-161,257.74,1,257.74,,,,,,,,,,,,,,,,,,,,," R 1,188.38 "
INV0127,8802220958083,2014-04-28,Y,2014-05-08,,Supplement-160,189.34,3,568.02,,,,,,,,,,,,,,,,,,,,,,,,, R 568.02 
INV01022,8802220958083,2017-10-18,Y,2017-10-21,,Supplement-200,267.12,2,534.24,,,,,,,,,,,,,,,,,,,,,,,,, R 534.24 
INV01168,8802220958083,2018-04-09,Y,2018-04-16,,Supplement-7,284.66,5,1423.30,Supplement-106,306.58,3,919.74,,,,,,,,,,,,,,,,,,,,," R 2,343.04 "
INV01211,8802220958083,2018-05-16,Y,2018-05-19,,Supplement-201,302.46,5,1512.30,Supplement-209,240.64,3,721.92,,,,,,,,,,,,,,,,,,,,," R 2,234.22 "
INV01078,8709250986088,2018-01-19,Y,2018-01-22,,Supplement-126,277.90,5,1389.52,,,,,,,,,,,,,,,,,,,,,,,,," R 1,389.52 "
INV01186,8709250986088,2018-04-23,Y,2018-04-24,,Supplement-242,306.14,2,612.28,,,,,,,,,,,,,,,,,,,,,,,,, R 612.28 
INV0224,8703280117084,2015-01-10,Y,2015-01-16,,Supplement-173,295.36,1,295.36,Supplement-46,211.00,2,422.00,,,,,,,,,,,,,,,,,,,,, R 717.36 
INV0974,8703280117084,2017-07-25,Y,2017-07-28,,Supplement-244,298.78,2,597.56,Supplement-157,256.86,5,1284.30,,,,,,,,,,,,,,,,,,,,," R 1,881.86 "
INV01273,8703280117084,2018-07-20,Y,2018-07-25,,Supplement-51,178.01,3,534.03,Supplement-70,245.20,1,245.20,,,,,,,,,,,,,,,,,,,,, R 779.23 
INV01365,8703280117084,2018-10-17,Y,2018-10-18,,Supplement-119,234.92,5,1174.61,,,,,,,,,,,,,,,,,,,,,,,,," R 1,174.61 "
INV01379,8703280117084,2018-11-01,Y,2018-11-03,,Supplement-201,302.46,2,604.92,,,,,,,,,,,,,,,,,,,,,,,,, R 604.92 
INV0189,8703170594084,2014-10-24,Y,2014-10-26,,Supplement-143,167.68,1,167.68,,,,,,,,,,,,,,,,,,,,,,,,, R 167.68 
INV01063,8703170594084,2017-12-25,Y,2017-12-29,,Supplement-235,250.51,5,1252.57,,,,,,,,,,,,,,,,,,,,,,,,," R 1,252.57 "
INV01544,8703170594084,2019-09-09,Y,2019-09-11,,Supplement-131,332.80,3,998.40,,,,,,,,,,,,,,,,,,,,,,,,, R 998.40 
INV0349,8612040918085,2015-05-08,Y,2015-05-11,,Supplement-42,352.62,4,1410.48,,,,,,,,,,,,,,,,,,,,,,,,," R 1,410.48 "
INV01119,8612040918085,2018-02-21,Y,2018-02-23,,Supplement-105,317.02,1,317.02,,,,,,,,,,,,,,,,,,,,,,,,, R 317.02 
INV01567,8612040918085,2019-11-23,Y,2019-12-01,,Supplement-237,212.04,3,636.12,Supplement-28,329.82,2,659.64,Supplement-1,386.82,1,386.82,,,,,,,,,,,,,,,,," R 1,682.58 "
INV0110,8610120779086,2014-03-18,Y,2014-03-18,,Supplement-211,216.70,4,866.80,Supplement-161,181.36,5,906.80,,,,,,,,,,,,,,,,,,,,," R 1,773.60 "
INV0209,8610120779086,2014-12-19,Y,2014-12-23,,Supplement-216,256.60,1,256.60,Supplement-3,204.64,1,204.64,Supplement-49,174.78,4,699.12,,,,,,,,,,,,,,,,," R 1,160.36 "
INV0683,8610120779086,2016-04-13,Y,2016-04-18,,Supplement-144,185.92,4,743.68,,,,,,,,,,,,,,,,,,,,,,,,, R 743.68 
INV0795,8610120779086,2016-09-23,Y,2016-09-28,,Supplement-144,185.92,2,371.84,,,,,,,,,,,,,,,,,,,,,,,,, R 371.84 
INV01006,8610120779086,2017-09-24,Y,2017-09-25,,Supplement-142,141.10,2,282.20,,,,,,,,,,,,,,,,,,,,,,,,, R 282.20 
INV01328,8610120779086,2018-09-10,Y,2018-09-20,,Supplement-28,320.70,1,320.70,Supplement-75,239.50,4,958.00,,,,,,,,,,,,,,,,,,,,," R 1,278.70 "
INV01372,8610120779086,2018-10-24,Y,2018-10-26,,Supplement-43,218.80,1,218.80,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,,,,,, R 978.04 
INV01383,8610120779086,2018-11-03,Y,2018-11-06,,Supplement-119,234.92,3,704.76,,,,,,,,,,,,,,,,,,,,,,,,, R 704.76 
INV01465,8610120779086,2019-02-03,Y,2019-02-04,,Supplement-18,214.42,3,643.26,,,,,,,,,,,,,,,,,,,,,,,,, R 643.26 
INV01472,8610120779086,2019-02-21,Y,2019-03-01,,Supplement-22,225.82,3,677.46,Supplement-32,271.42,2,542.84,,,,,,,,,,,,,,,,,,,,," R 1,220.30 "
INV0056,8511250864088,2013-07-14,Y,2013-07-20,,Supplement-14,195.01,5,975.04,Supplement-78,185.92,1,185.92,,,,,,,,,,,,,,,,,,,,," R 1,160.96 "
INV0060,8511250864088,2013-08-27,Y,2013-09-06,,Supplement-160,142.60,4,570.40,Supplement-54,111.34,1,111.34,,,,,,,,,,,,,,,,,,,,, R 681.74 
INV0317,8511250864088,2015-04-08,Y,2015-04-09,,Supplement-73,223.28,5,1116.39,,,,,,,,,,,,,,,,,,,,,,,,," R 1,116.39 "
INV0361,8511250864088,2015-05-20,Y,2015-05-27,,Supplement-226,108.30,1,108.30,Supplement-172,163.12,3,489.36,,,,,,,,,,,,,,,,,,,,, R 597.66 
INV0314,851123068082,2015-04-07,Y,2015-04-08,,Supplement-2,192.76,1,192.76,,,,,,,,,,,,,,,,,,,,,,,,, R 192.76 
INV0362,851123068082,2015-05-21,Y,2015-05-24,,Supplement-235,225.43,2,450.87,Supplement-48,223.62,5,1118.10,,,,,,,,,,,,,,,,,,,,," R 1,568.97 "
INV0865,851123068082,2017-01-14,Y,2017-01-14,,Supplement-147,267.26,2,534.52,Supplement-42,401.64,3,1204.92,,,,,,,,,,,,,,,,,,,,," R 1,739.44 "
INV01261,851123068082,2018-07-08,Y,2018-07-11,,Supplement-60,264.58,4,1058.32,Supplement-133,279.40,5,1397.00,,,,,,,,,,,,,,,,,,,,," R 2,455.32 "
INV0578,8508170901082,2015-11-21,Y,2015-12-01,,Supplement-6,260.54,5,1302.70,,,,,,,,,,,,,,,,,,,,,,,,," R 1,302.70 "
INV01059,8508170901082,2017-12-20,Y,2017-12-28,,Supplement-47,286.92,4,1147.67,,,,,,,,,,,,,,,,,,,,,,,,," R 1,147.67 "
INV01315,8508170901082,2018-09-02,Y,2018-09-03,,Supplement-159,278.26,1,278.26,,,,,,,,,,,,,,,,,,,,,,,,, R 278.26 
INV0891,8508060640084,2017-03-06,Y,2017-03-14,,Supplement-91,277.20,4,1108.80,Supplement-16,244.14,5,1220.70,,,,,,,,,,,,,,,,,,,,," R 2,329.50 "
INV0924,8508060640084,2017-05-04,Y,2017-05-12,,Supplement-158,165.97,2,331.94,,,,,,,,,,,,,,,,,,,,,,,,, R 331.94 
INV0989,8506270616083,2017-08-21,Y,2017-08-25,,Supplement-147,267.26,1,267.26,,,,,,,,,,,,,,,,,,,,,,,,, R 267.26 
INV01065,8506270616083,2018-01-02,Y,2018-01-03,,Supplement-230,278.26,4,1113.04,,,,,,,,,,,,,,,,,,,,,,,,," R 1,113.04 "
INV01272,8506270616083,2018-07-20,Y,2018-07-30,,Supplement-14,323.83,3,971.48,Supplement-183,314.82,4,1259.28,,,,,,,,,,,,,,,,,,,,," R 2,230.76 "
INV0124,8504060165087,2014-04-12,Y,2014-04-22,,Supplement-20,148.30,5,741.50,Supplement-131,202.84,2,405.68,,,,,,,,,,,,,,,,,,,,," R 1,147.18 "
INV0216,8504060165087,2015-01-03,Y,2015-01-12,,Supplement-33,241.60,5,1208.00,,,,,,,,,,,,,,,,,,,,,,,,," R 1,208.00 "
INV01079,8504060165087,2018-01-21,Y,2018-01-25,,Supplement-56,4793.80,5,23969.00,Supplement-62,397.53,3,1192.59,,,,,,,,,,,,,,,,,,,,," R 25,161.59 "
INV01389,8504060165087,2018-11-07,Y,2018-11-08,,Supplement-202,238.62,1,238.62,,,,,,,,,,,,,,,,,,,,,,,,, R 238.62 
INV01462,8504060165087,2019-01-23,Y,2019-01-25,,Supplement-244,360.34,4,1441.36,Supplement-18,214.42,5,1072.10,,,,,,,,,,,,,,,,,,,,," R 2,513.46 "
INV0128,8502060290083,2014-04-28,Y,2014-04-28,,Supplement-226,98.04,5,490.20,,,,,,,,,,,,,,,,,,,,,,,,, R 490.20 
INV0194,8502060290083,2014-11-10,Y,2014-11-19,,Supplement-41,119.80,4,479.20,Supplement-29,139.00,3,417.00,,,,,,,,,,,,,,,,,,,,, R 896.20 
INV01068,8502060290083,2018-01-06,Y,2018-01-06,,Supplement-23,597.46,5,2987.30,,,,,,,,,,,,,,,,,,,,,,,,," R 2,987.30 "
INV01281,8502060290083,2018-07-27,Y,2018-07-31,,Supplement-162,276.50,3,829.50,Supplement-153,262.30,5,1311.50,Supplement-236,126.54,2,253.08,,,,,,,,,,,,,,,,," R 2,394.08 "
INV0541,8501270465083,2015-10-16,Y,2015-10-16,,Supplement-128,205.12,5,1025.60,Supplement-129,211.26,5,1056.30,,,,,,,,,,,,,,,,,,,,," R 2,081.90 "
INV01048,8501270465083,2017-11-22,Y,2017-11-26,,Supplement-112,2710.96,2,5421.92,Supplement-181,229.06,2,458.12,,,,,,,,,,,,,,,,,,,,," R 5,880.04 "
INV0120,8501030560088,2014-04-08,Y,2014-04-12,,Supplement-127,164.26,5,821.30,Supplement-182,233.80,1,233.80,Supplement-133,201.88,1,201.88,,,,,,,,,,,,,,,,," R 1,256.98 "
INV0505,8501030560088,2015-09-19,Y,2015-09-20,,Supplement-60,222.40,2,444.80,,,,,,,,,,,,,,,,,,,,,,,,, R 444.80 
INV0565,8501030560088,2015-11-12,Y,2015-11-13,,Supplement-211,233.80,3,701.40,,,,,,,,,,,,,,,,,,,,,,,,, R 701.40 
INV0847,8501030560088,2016-12-24,Y,2016-12-31,,Supplement-186,213.28,1,213.28,Supplement-26,238.18,5,1190.90,,,,,,,,,,,,,,,,,,,,," R 1,404.18 "
INV0925,8501030560088,2017-05-05,Y,2017-05-13,,Supplement-164,298.78,2,597.56,Supplement-214,245.10,5,1225.50,,,,,,,,,,,,,,,,,,,,," R 1,823.06 "
INV0415,8409280542088,2015-07-09,Y,2015-07-16,,Supplement-190,218.36,5,1091.80,,,,,,,,,,,,,,,,,,,,,,,,," R 1,091.80 "
INV0575,8409280542088,2015-11-20,Y,2015-11-23,,Supplement-216,289.66,1,289.66,,,,,,,,,,,,,,,,,,,,,,,,, R 289.66 
INV0355,8407030360083,2015-05-17,Y,2015-05-23,,Supplement-22,184.78,3,554.34,,,,,,,,,,,,,,,,,,,,,,,,, R 554.34 
INV0530,8407030360083,2015-10-08,Y,2015-10-12,,Supplement-45,101.56,2,203.12,,,,,,,,,,,,,,,,,,,,,,,,, R 203.12 
INV01287,8407030360083,2018-08-10,Y,2018-08-13,,Supplement-203,413.04,2,826.08,Supplement-29,232.48,4,929.92,,,,,,,,,,,,,,,,,,,,," R 1,756.00 "
INV01464,8407030360083,2019-01-28,Y,2019-01-30,,Supplement-46,238.36,2,476.72,,,,,,,,,,,,,,,,,,,,,,,,, R 476.72 
INV0080,8406270311082,2014-01-01,Y,2014-01-10,,Supplement-131,202.84,1,202.84,Supplement-184,308.16,3,924.48,,,,,,,,,,,,,,,,,,,,," R 1,127.32 "
INV0674,8406270311082,2016-03-26,Y,2016-03-27,,Supplement-211,241.78,5,1208.90,,,,,,,,,,,,,,,,,,,,,,,,," R 1,208.90 "
INV01131,8406270311082,2018-03-07,Y,2018-03-14,,Supplement-89,351.22,2,702.44,,,,,,,,,,,,,,,,,,,,,,,,, R 702.44 
INV0164,8309040682084,2014-07-15,Y,2014-07-17,,Supplement-208,200.56,4,802.24,Supplement-218,220.12,2,440.24,,,,,,,,,,,,,,,,,,,,," R 1,242.48 "
INV01486,8309040682084,2019-04-14,Y,2019-04-16,,Supplement-27,263.70,4,1054.80,Supplement-91,277.20,4,1108.80,,,,,,,,,,,,,,,,,,,,," R 2,163.60 "
INV0493,8306110412083,2015-09-11,Y,2015-09-19,,Supplement-154,297.28,4,1189.12,,,,,,,,,,,,,,,,,,,,,,,,," R 1,189.12 "
INV0533,8306110412083,2015-10-10,Y,2015-10-11,,Supplement-189,141.46,5,707.30,,,,,,,,,,,,,,,,,,,,,,,,, R 707.30 
INV0914,8306110412083,2017-04-16,Y,2017-04-20,,Supplement-244,298.78,4,1195.12,,,,,,,,,,,,,,,,,,,,,,,,," R 1,195.12 "
INV0099,8301170304085,2014-02-26,Y,2014-03-06,,Supplement-108,230.20,2,460.40,Supplement-124,192.84,2,385.68,,,,,,,,,,,,,,,,,,,,, R 846.08 
INV0348,8301170304085,2015-05-08,Y,2015-05-17,,Supplement-151,225.53,2,451.06,Supplement-178,186.38,4,745.50,,,,,,,,,,,,,,,,,,,,," R 1,196.57 "
INV0440,8301170304085,2015-07-23,Y,2015-07-25,,Supplement-145,221.08,5,1105.40,Supplement-43,170.92,3,512.76,,,,,,,,,,,,,,,,,,,,," R 1,618.16 "
INV0780,8301170304085,2016-09-01,Y,2016-09-03,,Supplement-177,192.76,4,771.04,Supplement-218,231.52,3,694.56,,,,,,,,,,,,,,,,,,,,," R 1,465.60 "
INV0801,8301170304085,2016-09-28,Y,2016-10-08,,Supplement-75,222.40,1,222.40,,,,,,,,,,,,,,,,,,,,,,,,, R 222.40 
INV0005,8210240595083,2012-07-19,Y,2012-07-19,,Supplement-70,135.00,2,270.00,Supplement-42,300.00,1,300.00,,,,,,,,,,,,,,,,,,,,, R 570.00 
INV0663,8210240595083,2016-03-15,Y,2016-03-16,,Supplement-225,193.33,2,386.66,Supplement-117,252.87,3,758.61,,,,,,,,,,,,,,,,,,,,," R 1,145.27 "
INV0665,8210240595083,2016-03-17,Y,2016-03-21,,Supplement-74,227.92,4,911.68,Supplement-72,239.32,5,1196.60,,,,,,,,,,,,,,,,,,,,," R 2,108.28 "
INV0743,8210240595083,2016-07-16,Y,2016-07-20,,Supplement-1,316.14,2,632.28,Supplement-190,251.42,1,251.42,,,,,,,,,,,,,,,,,,,,, R 883.70 
INV01214,8210240595083,2018-05-18,Y,2018-05-21,,Supplement-49,260.28,4,1041.12,Supplement-193,258.78,2,517.56,,,,,,,,,,,,,,,,,,,,," R 1,558.68 "
INV01271,8210240595083,2018-07-18,Y,2018-07-21,,Supplement-122,289.92,1,289.92,,,,,,,,,,,,,,,,,,,,,,,,, R 289.92 
INV0371,8209260885087,2015-05-28,Y,2015-06-06,,Supplement-182,262.30,2,524.60,,,,,,,,,,,,,,,,,,,,,,,,, R 524.60 
INV0589,8209260885087,2015-12-07,Y,2015-12-17,,Supplement-155,120.32,3,360.96,,,,,,,,,,,,,,,,,,,,,,,,, R 360.96 
INV01179,8209260885087,2018-04-16,Y,2018-04-20,,Supplement-199,315.00,3,945.00,,,,,,,,,,,,,,,,,,,,,,,,, R 945.00 
INV01329,8209260885087,2018-09-12,Y,2018-09-17,,Supplement-100,136.71,2,273.42,,,,,,,,,,,,,,,,,,,,,,,,, R 273.42 
INV01340,8209260885087,2018-09-24,Y,2018-09-25,,Supplement-108,311.14,3,933.42,,,,,,,,,,,,,,,,,,,,,,,,, R 933.42 
INV01388,8209260885087,2018-11-06,Y,2018-11-11,,Supplement-13,151.80,1,151.80,Supplement-187,231.52,4,926.08,,,,,,,,,,,,,,,,,,,,," R 1,077.88 "
INV01470,8209260885087,2019-02-15,Y,2019-02-24,,Supplement-35,159.60,1,159.60,Supplement-241,281.32,4,1125.28,,,,,,,,,,,,,,,,,,,,," R 1,284.88 "
INV0170,8209140103086,2014-08-15,Y,2014-08-15,,Supplement-40,103.24,1,103.24,Supplement-225,152.29,1,152.29,Supplement-19,110.68,5,553.40,,,,,,,,,,,,,,,,, R 808.93 
INV0313,8209140103086,2015-04-07,Y,2015-04-07,,Supplement-103,539.90,3,1619.71,Supplement-39,234.94,3,704.82,,,,,,,,,,,,,,,,,,,,," R 2,324.53 "
INV0532,8209140103086,2015-10-10,Y,2015-10-11,,Supplement-41,154.00,2,308.00,Supplement-17,223.74,5,1118.68,,,,,,,,,,,,,,,,,,,,," R 1,426.68 "
INV0660,8209140103086,2016-03-06,Y,2016-03-13,,Supplement-28,261.42,5,1307.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,307.10 "
INV01545,8209140103086,2019-09-12,Y,2019-09-15,,Supplement-209,245.20,4,980.80,Supplement-212,320.96,5,1604.80,,,,,,,,,,,,,,,,,,,,," R 2,585.60 "
INV0129,82032206087,2014-05-05,Y,2014-05-13,,Supplement-242,221.78,5,1108.90,Supplement-129,180.48,1,180.48,,,,,,,,,,,,,,,,,,,,," R 1,289.38 "
INV0136,82032206087,2014-05-21,Y,2014-05-30,,Supplement-100,61.47,1,61.47,,,,,,,,,,,,,,,,,,,,,,,,, R 61.47 
INV0236,82032206087,2015-01-24,Y,2015-01-24,,Supplement-103,539.90,2,1079.81,,,,,,,,,,,,,,,,,,,,,,,,," R 1,079.81 "
INV0854,82032206087,2016-12-27,Y,2016-12-28,,Supplement-209,222.40,5,1112.00,,,,,,,,,,,,,,,,,,,,,,,,," R 1,112.00 "
INV01284,82032206087,2018-08-08,Y,2018-08-11,,Supplement-156,199.42,2,398.84,,,,,,,,,,,,,,,,,,,,,,,,, R 398.84 
INV01359,82032206087,2018-10-12,Y,2018-10-19,,Supplement-135,208.98,3,626.94,,,,,,,,,,,,,,,,,,,,,,,,, R 626.94 
INV0257,820305040087,2015-02-09,Y,2015-02-14,,Supplement-90,136.90,1,136.90,Supplement-228,174.08,2,348.16,Supplement-181,180.04,2,360.08,,,,,,,,,,,,,,,,, R 845.14 
INV0596,820305040087,2015-12-10,Y,2015-12-13,,Supplement-101,208.54,4,834.16,Supplement-101,208.54,3,625.62,,,,,,,,,,,,,,,,,,,,," R 1,459.78 "
INV0901,820305040087,2017-03-18,Y,2017-03-24,,Supplement-95,232.66,4,930.64,,,,,,,,,,,,,,,,,,,,,,,,, R 930.64 
INV01517,820305040087,2019-07-03,Y,2019-07-06,,Supplement-163,216.70,3,650.10,Supplement-42,434.70,2,869.4,,,,,,,,,,,,,,,,,,,,," R 1,519.50 "
INV0646,8105100593086,2016-02-13,Y,2016-02-13,,Supplement-127,172.24,2,344.48,Supplement-59,235.56,2,471.12,,,,,,,,,,,,,,,,,,,,, R 815.60 
INV0824,8105100593086,2016-11-15,Y,2016-11-24,,Supplement-190,251.42,3,754.26,,,,,,,,,,,,,,,,,,,,,,,,, R 754.26 
INV01367,8105100593086,2018-10-18,Y,2018-10-22,,Supplement-172,223.54,3,670.62,,,,,,,,,,,,,,,,,,,,,,,,, R 670.62 
INV01558,8105100593086,2019-10-24,Y,2019-10-28,,Supplement-62,400.95,4,1603.81,Supplement-108,336.22,4,1344.88,Supplement-90,221.26,5,1106.30,,,,,,,,,,,,,,,,," R 4,054.99 "
INV01425,8104260177081,2018-12-01,Y,2018-12-11,,Supplement-22,220.12,5,1100.60,Supplement-121,297.02,3,891.06,,,,,,,,,,,,,,,,,,,,," R 1,991.66 "
